"PolicyName","Type","PolicyAction","ApplicationName","ApplicationType","TotalWeight"
"RUN_INS_ittn-svmfile01\ShopFloor\999_Setup","Advanced Windows","Elevate","17138b2d-9edc-4454-954f-fd28e10cdbf0","MSU","15"
"RUN_INS_ittn-svmfile01\ShopFloor\999_Setup","Advanced Windows","Elevate","68b6cbea-6d81-4956-a71c-c0928b542ded","MSI","15"
"RUN_APP_MahleCANopenDownloader_N","Advanced Windows","Elevate","mahle_canopen_downloader_v_1_6.exe","EXE","105"
"RUN_APP_crcl_N","Advanced Windows","Elevate","crcl.exe","EXE","45"
"RUN_APPS_M2sLabel_N","Advanced Windows","Elevate","serviceinstallernew.exe","EXE","105"
"RUN_APPS_M2sLabel_N","Advanced Windows","Elevate","serviceinstaller.exe","EXE","125"
"RUN_APPS_M2sLabel_N","Advanced Windows","Elevate","ServiceInstaller.exe","EXE","45"
"RUN_APPS_M2sLabel_N","Advanced Windows","Elevate","ServiceInstaller.exe","EXE","45"
"RUN_APPS_M2sLabel_N","Advanced Windows","Elevate","ServiceInstaller.exe","EXE","15"
"RUN_APPS_M2sLabel_N","Advanced Windows","Elevate","DCS_MASSSPEC5.exe","EXE","45"
"RUN_APPS_M2sLabel_N","Advanced Windows","Elevate","ServiceInstaller.exe","EXE","15"
"RAS_APP_UFloppyManagerII_C","Advanced Windows","Elevate if necessary","usb_floppy_managerii_v1.31t.exe","EXE","37,5"
"RUN_APP_Resolve_C","Advanced Windows","Elevate","Resolve.exe","EXE","22,5"
"Run_APP_Excel_Addin_Installer_N","Advanced Windows","Elevate","ultimaker-cura-5.0.0-win64.exe","EXE","120"
"Run_APP_Excel_Addin_Installer_N","Advanced Windows","Elevate","setup.exe","EXE","120"
"Run_APP_Excel_Addin_Installer_N","Advanced Windows","Elevate","irbis3rel150_plus_online.exe","EXE","112,5"
"RAS_APP_Bf2Monitor_C","Advanced Windows","Elevate if necessary","Bf2Monitor.exe","EXE","37,5"
"RUN_INS_Group\AK_Qualitaet\AK_Pruefzentrum\Software","Advanced Windows","Elevate","d2a9e173-f4c4-4408-bc5c-e6d85069ae76","EXE","7,5"
"RUN_INS_Group\AK_Qualitaet\AK_Pruefzentrum\Software","Advanced Windows","Elevate","1cdcf40d-0392-48c8-add9-31fd13851191","MSI","15"
"RUN_INS_atsm-userapps\cyark","Advanced Windows","Elevate","033d91e9-5122-4f2b-abfa-54fc8958083b","EXE","7,5"
"RUN_INS_atsm-userapps\cyark","Advanced Windows","Elevate","2d01c354-2f52-4e98-942f-3391fdcb2829","MSI","15"
"RUN_APP_Clock Sync Tool_N","Advanced Windows","Elevate","clocksyncconfigtool.exe","EXE","95"
"RUN_APP_MeassuringSoftware_C","Advanced Windows","Elevate","setup.exe","EXE","52,5"
"RUN_APP_MeassuringSoftware_C","Advanced Windows","Elevate","QeRun.exe","EXE","52,5"
"RUN_APP_MeassuringSoftware_C","Advanced Windows","Elevate","setup.exe","EXE","52,5"
"RUN_APP_MeassuringSoftware_C","Advanced Windows","Elevate","MarSystemConfig.exe","EXE","52,5"
"RUN_APP_MeassuringSoftware_C","Advanced Windows","Elevate","Mahr GmbH Goettingen, Germany","EXE","15"
"RUN_APP_MeassuringSoftware_C","Advanced Windows","Elevate","MarShell.exe","EXE","37,5"
"RUN_APP_VNCServer_C","Advanced Windows","Elevate","vncpipehelper.exe","EXE","15"
"RUN_INS_HICADDATA\Sources","Advanced Windows","Elevate","29a71709-20ba-446d-a2cf-d320779ce750","MSI","15"
"RUN_INS_HICADDATA\Sources","Advanced Windows","Elevate","25d45d8d-91e6-4679-807c-6e4aed5ec69f","EXE","7,5"
"RUN_INS_HICADDATA\Sources","Advanced Windows","Elevate","25d55ad0-9b2a-46bb-bd9a-f7470e94972c","MSU","15"
"RUN_INS_\\dest-vfc01.itc.global.mahle\werk\tmp\Huetter\Permit Application Installation","Advanced Windows","Elevate","6009db96-77d1-49b0-ae85-3735f4da9d25","EXE","7,5"
"RUN_INS_\\dest-vfc01.itc.global.mahle\werk\tmp\Huetter\Permit Application Installation","Advanced Windows","Elevate","8e0c2222-4e5f-4c0f-bfd6-fd119b509b2f","MSI","15"
"RUN_APP_ScSystemMng_C","Advanced Windows","Elevate","ScSystemMng.exe","EXE","22,5"
"RUN_APP_ScSystemMng_C","Advanced Windows","Elevate","ScFC_MainMenu.exe","EXE","22,5"
"RUN_APP_Circutor_PowerVision_Plus_c","Advanced Windows","Elevate","powervisionplus.exe","EXE","27,5"
"RUN_INS_jpka-file01_appinstall_C","Advanced Windows","Elevate","c317f863-fa51-429a-9662-a858029eee18","EXE","7,5"
"RUN_INS_jpka-file01_appinstall_C","Advanced Windows","Elevate","07c8415f-48ec-40f5-b048-0ae60f204935","MSI","15"
"RUN_INS_jpka-file01_appinstall_C","Advanced Windows","Elevate","setup_e.msi","MSI","120"
"RUN_INS_jpka-file01_appinstall_C","Advanced Windows","Elevate","*.msi","MSI","105"
"RUN_INS_jpka-file01_appinstall_C","Advanced Windows","Elevate","setup.exe","EXE","120"
"RUN_INS_frrf\Install_Indus\CyberArk_Install","Advanced Windows","Elevate","5c40bac6-da0c-4dca-bae5-414e0c2cf214","MSI","15"
"RUN_INS_frrf\Install_Indus\CyberArk_Install","Advanced Windows","Elevate","8e30b796-b031-4343-81a7-681e050c5d53","EXE","7,5"
"RUN_INS_frrf\Install_Indus\CyberArk_Install","Advanced Windows","Elevate","7432e55e-46f4-4c78-aa6f-3c5b82cb7d79","MSU","15"
"RUN_INS_\USAM\R&D\TEST-ENG\Software","Advanced Windows","Elevate","d71c0e92-0d37-4f79-856d-c301bd3f69bc","EXE","7,5"
"RUN_INS_\USAM\R&D\TEST-ENG\Software","Advanced Windows","Elevate","1b167efb-6485-4fad-a03b-b5458bbeb5ca","MSI","15"
"RUN_APPS_GageXpress_N","Advanced Windows","Elevate","gmse.exe","EXE","55"
"RUN_APPS_GageXpress_N","Advanced Windows","Elevate","gmdc.exe","EXE","55"
"RUN_APPS_GageXpress_N","Advanced Windows","Elevate","gmSeL.exe","EXE","30"
"RUN_APPS_GageXpress_N","Advanced Windows","Elevate","gmDcL.exe","EXE","30"
"RUN_INS_\\itc.global.mahle\USAM\Departments\PCO.US.D11\Team","Advanced Windows","Elevate","252c7698-27af-40f8-accb-5446b15b4432","EXE","7,5"
"RUN_INS_\\itc.global.mahle\USAM\Departments\PCO.US.D11\Team","Advanced Windows","Elevate","0c986607-60bb-46aa-959b-9c42a999a615","MSI","15"
"RUN_APP_McuNt_N","Advanced Windows","Elevate","mcunt.exe","EXE","105"
"RUN_APP_printsever_C","Advanced Windows","Elevate","printsever.exe","EXE","22,5"
"RUN_APP_printsever_C","Advanced Windows","Elevate","printsever.exe","EXE","22,5"
"RAS_APPS_Xilinx_C","Advanced Windows","Elevate if necessary","xsetup.exe","EXE","37,5"
"RAS_APPS_Xilinx_C","Advanced Windows","Elevate if necessary","xsetup.exe","EXE","37,5"
"RAS_APPS_Xilinx_C","Advanced Windows","Elevate if necessary","xsetup.exe","EXE","37,5"
"RUN_APP_CognexInSightExplorerAdmin_N","Advanced Windows","Elevate","in-sight explorer admin.exe","EXE","165"
"RUN_APP_CognexInSightExplorerAdmin_N","Advanced Windows","Elevate","in-sight explorer admin.exe","EXE","125"
"RUN_APP_Diamet_C","Advanced Windows","Elevate","diamet.exe","EXE","60"
"RUN_INS_demu-file01\techdata\Maintenance-SW","Advanced Windows","Elevate","4b166646-0f0b-4eb9-9ec8-cff7939bfe87","MSI","15"
"RUN_INS_demu-file01\techdata\Maintenance-SW","Advanced Windows","Elevate","e277cf6e-2791-476b-abd1-26741b8e9d42","MSU","15"
"RUN_INS_demu-file01\techdata\Maintenance-SW","Advanced Windows","Elevate","a4f47667-150b-4e97-a735-cf514ebd1c1a","EXE","7,5"
"RAS_APP_ERMS_C","Advanced Windows","Elevate if necessary","ERMS.exe","EXE","22,5"
"RUN_APP_Msconfig_N","Advanced Windows","Elevate","msconfig.exe","EXE","85"
"RAS_APP_es2devedit_N","Advanced Windows","Elevate","es2devedit.exe","EXE","45"
"RAS_APP_es2devedit_N","Advanced Windows","Elevate","es2launcher.exe","EXE","45"
"RAS_OS_SystemProperties","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","J2534ConfigApp.exe","EXE","45"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","J2534-1Tool-0404.exe","EXE","30"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","SIMUJ2534Config.exe","EXE","45"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","DrewTech.Toolbox.j2534ToolBox.exe","EXE","15"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","J2534ConfigApp.exe","EXE","45"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","J2534ConfigApp.exe","EXE","30"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","J2534-1Tool-0404.exe","EXE","15"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","DrewTech.Toolbox.j2534ToolBox.exe","EXE","30"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","J2534ConfigApp.exe","EXE","30"
"RUN_APPS_J2534ConfigApp_N","Advanced Windows","Elevate","SIMUJ2534Config.exe","EXE","30"
"RUN_APP_FCASCANNING_N","Advanced Windows","Elevate","fcascanning.exe","EXE","105"
"RUN_APP_ACE_N","Advanced Windows","Elevate","Ace.exe","EXE","22,5"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary","regedit.exe","EXE","135"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary","Microsoft Corporation;Microsoft Windows","MSU","45"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary","b8ce4f5c-fa79-4cb9-9288-b7639062daf5","EXE","7,5"
"TEST_messdatEPMpolicybundle","Advanced Windows","Elevate if necessary","fdb5309c-d2c0-4b34-b304-1c3937529c31","MSI","15"
"RUN_APP_richmedia_N","Advanced Windows","Elevate","richmediaserver.exe","EXE","45"
"RUN_APP_richmedia_N","Advanced Windows","Elevate","richmediaclient.exe","EXE","45"
"RUN_Change_Printing_Settings_C","Advanced Windows","Elevate","printui.exe","EXE","22,5"
"RAS_APP_Rockwell_Software_N","Advanced Windows","Elevate if necessary","rslinxcp.exe","EXE","135"
"RAS_APP_Rockwell_Software_N","Advanced Windows","Elevate if necessary","RSLINX.exe","EXE","45"
"RAS_APP_Rockwell_Software_N","Advanced Windows","Elevate if necessary","RSLogix5000Loader.exe","EXE","45"
"RAS_APP_Rockwell_Software_N","Advanced Windows","Elevate if necessary","EnterpriseLauncher.exe","EXE","45"
"RUN_APP_SrmWebPlugin_N","Advanced Windows","Elevate","install.bat","Script","55"
"RAS_APP Recovery.exe_KUKA_C","Advanced Windows","Elevate if necessary","recovery.exe","EXE","90"
"RAS_APP Recovery.exe_KUKA_C","Advanced Windows","Elevate if necessary","recovery.exe","EXE","120"
"RUN_INS_group\Compute Store\Service Delivery\Store-Linux\Install_Trusted","Advanced Windows","Elevate","bdb58cf7-5beb-4c2c-82a4-ec415e6dd81b","MSI","15"
"RUN_INS_group\Compute Store\Service Delivery\Store-Linux\Install_Trusted","Advanced Windows","Elevate","e731ccd4-69ec-4362-8d65-f7f5ca4170ce","EXE","7,5"
"RUN_INS_group\Compute Store\Service Delivery\Store-Linux\Install_Trusted","Advanced Windows","Elevate","c157d807-e82c-4e86-adb1-e983aefeb1ed","MSU","15"
"RUN_APP_SAP Business One_C","Advanced Windows","Elevate","SAP Business One.exe","EXE","22,5"
"RUN_APP_eGovClient_N","Advanced Windows","Elevate","eGovClient.exe","EXE","45"
"RUN_APP_iExpress_C","Advanced Windows","Elevate","Teledyne DALSA Industrial Products Inc","ActiveX","40"
"RAS_APP_Netson_N","Advanced Windows","Elevate if necessary","Netson.exe","EXE","45"
"RUN_APP_VisualSVN_C","Advanced Windows","Elevate","VisualSVN Server.msc","EXE","22,5"
"RUN_APP_VisualSVN_C","Advanced Windows","Elevate","VisualSVNRepoCfg.exe","EXE","22,5"
"RUN_APP_VisualSVN_C","Advanced Windows","Elevate","VisualSVNServerShell.exe","EXE","22,5"
"RUN_APP_\\itc.global.mahle\group\CR-Technology\Process\Themenfelder","Advanced Windows","Elevate","af1d4157-1336-4357-8014-3945ec7d5580","EXE","15"
"RUN_APP_\\itc.global.mahle\group\CR-Technology\Process\Themenfelder","Advanced Windows","Elevate","42493e60-0009-486e-b195-5721fb09d82c","MSI","15"
"RUN_OS_NetworkProperties","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_APP_Open-VPN_N","Advanced Windows","Elevate","openvpn-gui.exe","EXE","75"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","b8e6880f-5cf4-48ac-a018-dd187234cc56","EXE","7,5"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","70b937ef-8b04-40d1-a7ef-caef9e42e390","MSI","15"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","7facdda5-32f0-4c3c-be14-724e362c30dc","EXE","7,5"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","56ef1ec8-b665-4aa9-90ca-6ea5fe05ba48","MSI","15"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","64448448-2bfd-42b1-ba47-05b015c97bb9","EXE","7,5"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","dfb7c42e-9827-43a1-9b3e-0ba21bc22b45","MSI","15"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","b9bffd68-5f9f-455d-91e4-2111b240ee03","EXE","7,5"
"RUN_INS_\\dest-iqs02.itc.global.mahle\IQSCAQ","Advanced Windows","Elevate","5b5394f5-c46e-4a13-8fd9-7f8cb23573b2","MSI","15"
"RUN_APP_ProdelService_C","Advanced Windows","Elevate","prodelservice.exe","EXE","47,5"
"RAS_OS_Hyper-V Manager","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"RUN_APP_matlabr2017b_C","Advanced Windows","Elevate","matlab.exe","EXE","60"
"RUN_APP_matlabr2017b_C","Advanced Windows","Elevate","matlab.exe","EXE","22,5"
"RUN_APP_dSPACE_Control_Desk_N","Advanced Windows","Elevate","controldesk.exe","EXE","67,5"
"RUN_APP_dSPACE_Control_Desk_N","Advanced Windows","Elevate","controldesk.exe","EXE","67,5"
"RUN_APP_DispenseMotion_N","Advanced Windows","Elevate","dispensemotion.exe","EXE","120"
"testRESTRICT_%userprofile%\Downloads","Advanced Windows","Allow","b152dba8-6698-4c63-8164-1e6cbab30d88","EXE","7,5"
"testRESTRICT_%userprofile%\Downloads","Advanced Windows","Allow","1fb65a84-2657-4ad0-9365-c8f61fedbb01","MSI","15"
"testRESTRICT_%userprofile%\Downloads","Advanced Windows","Allow","dea91dbe-f47f-4ed2-bfaf-f8de4a12f668","Script","15"
"RUN_INS_\\itc.global.mahle\group\USPH\Departments\Dev & Test\Development Engineering Resources\Software Tools","Advanced Windows","Elevate","9ba8c591-bedd-49d5-9459-f0201277074c","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\USPH\Departments\Dev & Test\Development Engineering Resources\Software Tools","Advanced Windows","Elevate","097a4eae-5e95-45af-83fe-7dacda6a68a7","MSI","15"
"RAS_APP_SetupGroupList_N","Advanced Windows","Elevate if necessary","setupgrouplist.exe","EXE","75"
"RUN_APP_VisualSPC_N","Advanced Windows","Elevate","vspc32.exe","EXE","105"
"RUN_APP_DYMO Connect_N","Advanced Windows","Elevate","dymo.webapi.win.host.exe","EXE","45"
"RUN_APP_Simcenter_Config&UnitSys_C","Advanced Windows","Elevate","unitseditor.exe","EXE","27,5"
"RUN_APP_Kepler_N","Advanced Windows","Elevate","eclipse.exe","EXE","45"
"RUN_APP_Kepler_N","Advanced Windows","Elevate","eclipse.exe","EXE","30"
"RUN_APP_cmd-route-add_N","Advanced Windows","Elevate","route.exe","EXE","150"
"RUN_INS_SISIEPM\INSTALL_EPM","Advanced Windows","Elevate","c344e0be-0114-43f5-b748-ab09f6bf35cf","MSI","15"
"RUN_INS_SISIEPM\INSTALL_EPM","Advanced Windows","Elevate","54b23f06-eef3-4f1c-8d3a-d1bd6dd4cc67","EXE","7,5"
"RUN_INS_SISIEPM\INSTALL_EPM","Advanced Windows","Elevate","739721ce-cc70-476f-8ddb-40ff1e373691","MSU","15"
"RUN_APP_Ubiquati_C","Advanced Windows","Elevate","ubiquati.exe","EXE","15"
"RUN_APP_Ubiquati_C","Advanced Windows","Elevate","a03a0999-1035-4d44-acd2-483c8f1b9afd","EXE","7,5"
"RUN_APP_Ubiquati_C","Advanced Windows","Elevate","716e97c2-e0c0-48bc-ad97-188dcbd8af5d","MSI","15"
"RUN_APP_Ubiquati_C","Advanced Windows","Elevate","Ubiquati4.0.18.exe","EXE","15"
"RUN_INS_MProfileDev","Advanced Windows","Elevate","b30e79a4-8f64-4e1d-80d4-5283ce66de9a","EXE","7,5"
"RUN_INS_MProfileDev","Advanced Windows","Elevate","45bc7e12-1702-4533-9483-72dc646d8e73","MSI","15"
"RUN_INS_esmb-svmfile01\group01$\GAD_ilm","Advanced Windows","Elevate","0bd87ea5-cf28-4df5-a183-7062f7b37d26","EXE","7,5"
"RUN_INS_esmb-svmfile01\group01$\GAD_ilm","Advanced Windows","Elevate","36814d2f-c21c-4d85-96db-a3c287742d37","MSI","15"
"RUN_INS_esmb-svmfile01\group01$\GAD_ilm","Advanced Windows","Elevate","82fa42b2-accc-4d95-a688-83b15d2c581b","MSU","15"
"RUN_INS_itc\nh-group\MPTShare\6.Software","Advanced Windows","Elevate","e2ee750a-b2c8-44c5-8913-845290ef0335","MSI","15"
"RUN_INS_itc\nh-group\MPTShare\6.Software","Advanced Windows","Elevate","1593640e-a91c-4aa1-9c56-305cf738362f","EXE","7,5"
"RUN_APP_ChengduReserveFund_N","Advanced Windows","Elevate","成都公积金.exe","EXE","45"
"RUN_APP_View Studio_N","Advanced Windows","Elevate","diagnosticssetup.exe","EXE","135"
"RWB_http://zwfw.safe.gov.cn/","Advanced Windows","Elevate","1621dc9c-f491-4baf-ae11-e2c3f9a9861d","ActiveX","0"
"RWB_doosan-iv.com","Advanced Windows","Elevate","6908f6c9-d8a6-43b0-ac25-b06505a9fb53","ActiveX","0"
"Elevate","Predefined App Groups Win","Elevate",,"Group","0"
"Block","Predefined App Groups Win","Block",,"Group","0"
"Allow","Predefined App Groups Win","Allow",,"Group","0"
