"PolicyName","Type","PolicyAction","ApplicationName","ApplicationType","TotalWeight"
"RUN_OS_LocalSecurityPolicy","Advanced Windows","Elevate","mmc.exe","EXE","155"
"Test_A1_Replacement_Test","Advanced Windows","Elevate",,"WinAdminTask","0"
"Test_A1_Replacement_Test","Advanced Windows","Elevate","ed3ef386-ed1c-469e-a08d-060701dbb38c","EXE","15"
"Test_A1_Replacement_Test","Advanced Windows","Elevate","powershell","EXE","30"
"Test_A1_Replacement_Test","Advanced Windows","Elevate","regedit.exe","EXE","37,5"
"Test_A1_Replacement_Test","Advanced Windows","Elevate","notepad.exe","EXE","37,5"
"RUN_APP_DownloaderHV300_N","Advanced Windows","Elevate","downloaderhv300.exe","EXE","105"
"RUN_APP_DownloaderHV300_N","Advanced Windows","Elevate","downloaderhv300.exe","EXE","95"
"RAS_APP_Siemens S7_N","Advanced Windows","Elevate if necessary","s7tgtopx.exe","EXE","75"
"RAS_APP_Gravostyle_C","Advanced Windows","Elevate if necessary","gravostyle8.exe","EXE","62,5"
"RAS_APP_HmiPiu_N","Advanced Windows","Elevate if necessary","hmipiu.exe","EXE","125"
"RAS_APP_HmiPiu_N","Advanced Windows","Elevate if necessary","HmiPiu.exe","EXE","95"
"RAS_APP_WinCCRuntimeAdvanced_N","Advanced Windows","Elevate if necessary","hmirtm.exe","EXE","67,5"
"RAS_APP_WinCCRuntimeAdvanced_N","Advanced Windows","Elevate if necessary","hmirtm.exe","EXE","62,5"
"RUN_APP_FactoryTalk Linx_N","Advanced Windows","Elevate","ftlinxgatewaycfg.exe","EXE","135"
"RUN_APP_FactoryTalk Linx_N","Advanced Windows","Elevate","ftlinxdatabridgecfg.exe","EXE","125"
"Run_app_MES-SW2-BUMDR_N","Advanced Windows","Elevate","MES-SW2-BUMDR.exe","EXE","165"
"RAS_APP_downloader_N","Advanced Windows","Elevate if necessary","downloader.exe","EXE","95"
"RAS_APP_VAT_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","55"
"RAS_APP_VAT_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","45"
"RAS_APP_VAT_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","45"
"RAS_APP_VAT_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","45"
"RAS_APP_VAT_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","45"
"RAS_APP_VAT_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","45"
"RUN_APP_AGV_N to be deleted","Advanced Windows","Elevate if necessary","MapStudio.exe","EXE","30"
"RUN_APP_AGV_N to be deleted","Advanced Windows","Elevate if necessary","HIK-Code.exe","EXE","45"
"RUN_APP_AGV_N to be deleted","Advanced Windows","Elevate if necessary","RoboX.exe","EXE","45"
"RUN_APP_AGV_N to be deleted","Advanced Windows","Elevate if necessary","MapStudioPro.exe","EXE","45"
"RUN_APP_\ArtemiSuite_N","Advanced Windows","Elevate","artemisuite.exe","EXE","105"
"RUN_APP_Jabra_N","Advanced Windows","Elevate","jabra-direct.exe","EXE","22,5"
"RUN_APPS_flashcenter_N","Advanced Windows","Elevate","FlashCenter.exe","EXE","22,5"
"RAS_APP_Altium_N","Advanced Windows","Elevate if necessary","X2.EXE","EXE","45"
"BLOCK_APPS_ESMPassist","Advanced Windows","Block","91761b03-0d4f-4d5e-8c35-189b6594d6e4","EXE","120"
"BLOCK_APPS_ESMPassist","Advanced Windows","Block","ESMPAssist.exe","EXE","30"
"BLOCK_APPS_ESMPassist","Advanced Windows","Block","adbdcf6d-62c6-4f8d-a659-19924251c6b6","EXE","120"
"RUN_INS_USERPROFILE\EPMtrusted","Advanced Windows","Elevate","f2c4b589-970c-47b2-8f02-bca35490ebd8","MSI","15"
"RUN_INS_USERPROFILE\EPMtrusted","Advanced Windows","Elevate","b2e51e38-0306-4207-ae73-0eb7160b8a12","EXE","7,5"
"RUN_APP_Actronis.True.Image21_N","Advanced Windows","Elevate","TrueImageLauncher.exe","EXE","22,5"
"RUN_INS_group01$\Pruefzentrum\CyberArk","Advanced Windows","Elevate","e2766760-9ec9-4362-9128-1675ecdeec54","EXE","7,5"
"RUN_INS_group01$\Pruefzentrum\CyberArk","Advanced Windows","Elevate","207d0908-ed5e-4f47-8e96-c543584d7c1e","MSI","15"
"RAS_APP_rdpos_monitor_N","Advanced Windows","Elevate if necessary","rdpos_monitor.exe","EXE","45"
"RUN_APP_GM HS LAN SIMULATOR_C","Advanced Windows","Elevate","GMLAN SIM.exe","EXE","32,5"
"RUN_APP_PowerVisionPlus_C","Advanced Windows","Elevate","powervisionplus.exe","EXE","27,5"
"RUN_APP_AltiumDesignerUpdate_N","Advanced Windows","Elevate","altiumdesigner??setup.exe","EXE","105"
"RUN_APP_DXClient_N","Advanced Windows","Elevate","dxclient.exe","EXE","55"
"RUN_APP_Ekahau AI Pro_N","Advanced Windows","Elevate","Ekahau AI Pro.exe","EXE","45"
"RUN_APP_ActiveX_Nissan","Advanced Windows","Elevate","cea03753-2bde-42ae-bf5c-df79db2d40cb","ActiveX","0"
"RAS_APP_TCANLINPro_N","Advanced Windows","Elevate if necessary","TCANLINPro.exe","EXE","45"
"RAS_APP_TCANLINPro_N","Advanced Windows","Elevate if necessary","TCANLINPro.exe","EXE","45"
"RUN_APP_OpenJDKkeytool_N","Advanced Windows","Elevate","keytool.exe","EXE","155"
"RAS_APP_GadiaReport_C","Advanced Windows","Elevate if necessary","mobisspinreport.exe","EXE","22,5"
"RAS_APP_GadiaReport_C","Advanced Windows","Elevate if necessary","mobisspinreport.exe","EXE","15"
"Run_App_Mitsubishi_N","Advanced Windows","Elevate","MES3-SW1-BUMDR.exe","EXE","45"
"Run_App_Mitsubishi_N","Advanced Windows","Elevate","hasp_rt.exe","EXE","45"
"Run_App_Mitsubishi_N","Advanced Windows","Elevate","EcoAdviser.exe","EXE","45"
"Run_App_Mitsubishi_N","Advanced Windows","Elevate","ecoserver3.exe","EXE","45"
"RUN_APP_ssclient_C","Advanced Windows","Elevate","ssclient.exe","EXE","22,5"
"RUN_APP_JLinkGDBServerCL_C","Advanced Windows","Elevate","JLinkGDBServerCL.exe","EXE","75"
"RUN_APP_JLinkGDBServerCL_C","Advanced Windows","Elevate","JLinkGDBServerCL.exe","EXE","22,5"
"RUN_APP_R_N","Advanced Windows","Elevate","R.exe","EXE","45"
"RUN_APP_R_N","Advanced Windows","Elevate","Rscript.exe","EXE","45"
"RUN_APP_R_N","Advanced Windows","Elevate","R.exe","EXE","45"
"RUN_APP_R_N","Advanced Windows","Elevate","Rscript.exe","EXE","45"
"RUN_APP_R_N","Advanced Windows","Elevate","R.exe","EXE","45"
"RUN_APP_R_N","Advanced Windows","Elevate","Rscript.exe","EXE","45"
"RUN_INS_group\AEP\Software","Advanced Windows","Elevate","78084035-cf1d-42e9-97ea-4cd7a3755e2b","EXE","7,5"
"RUN_INS_group\AEP\Software","Advanced Windows","Elevate","b51c63e7-a41c-441a-a012-f5caffad8234","MSI","15"
"RUN_INS_\\itc.global.mahle\group\TO2-4","Advanced Windows","Elevate","1ec0ab9a-dc49-4984-bc79-33441f14438e","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\TO2-4","Advanced Windows","Elevate","80e37814-0e5b-4888-b7cb-9aae99af20f5","MSI","15"
"RAS_APP_CanDriverConfig_N","Advanced Windows","Elevate if necessary","CanDriverConfig.exe","EXE","105"
"RUN_APP_Netviewer_2_N","Advanced Windows","Elevate","netviewer 2.0.exe","EXE","45"
"Test Tajinder","Advanced Windows","Elevate",,"WinAdminTask","0"
"Test Tajinder","Advanced Windows","Elevate",,"WinAdminTask","0"
"Test Tajinder","Advanced Windows","Elevate",,"WinAdminTask","0"
"Test Tajinder","Advanced Windows","Elevate",,"WinAdminTask","0"
"Test Tajinder","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_APP_BF2_N","Advanced Windows","Elevate","bf2_gui.exe","EXE","110"
"RUN_INS_group\Aktuatoren\04 Versuch\10 CyberArk","Advanced Windows","Elevate","5a0f47e4-7074-4147-8bb0-4a12b7df3ced","EXE","7,5"
"RUN_INS_group\Aktuatoren\04 Versuch\10 CyberArk","Advanced Windows","Elevate","bee16479-8c4e-4b22-88fa-1cf5792a85a8","MSI","15"
"RUN_INS_group\Aktuatoren\04 Versuch\10 CyberArk","Advanced Windows","Elevate","85895a67-e5bc-4886-90b1-da59498c23ae","MSU","15"
"RUN_INS_Trusted_Location_E_c","Advanced Windows","Elevate","4501c403-f8c1-4e09-bf23-caf8b0a6036b","EXE","7,5"
"RUN_INS_Trusted_Location_E_c","Advanced Windows","Elevate","dd9445d3-cf19-4984-8f21-aab027d574d9","MSI","15"
"RAS_APP_FTDConfigurationUtility_N","Advanced Windows","Elevate if necessary","FTDConfigurationUtility.exe","EXE","105"
"RUN_APP_C469_C","Advanced Windows","Elevate","c469_1.705.exe","EXE","27,5"
"RUN_APP_C469_C","Advanced Windows","Elevate","c469.exe","EXE","15"
"RUN_APP_C469_C","Advanced Windows","Elevate","ClimaUpDate.exe","EXE","15"
"RUN_INS_\\inpi-svmfile02\group01$\MSS_APP","Advanced Windows","Elevate","b90a14ee-5892-4a35-bfe4-2cf7045b7f92","EXE","7,5"
"RUN_INS_\\inpi-svmfile02\group01$\MSS_APP","Advanced Windows","Elevate","47a045d6-a4b7-4e71-862e-e317ee49f2c9","MSI","15"
"RWB_MarutiVendorExtranet","Advanced Windows","Elevate","9ac9ecd9-d30c-48db-9797-f3ea530e389d","ActiveX","0"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","LTspice.exe","EXE","45"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","updater.exe","EXE","45"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","avhealth.exe","EXE","45"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","mplab_ipe64.exe","EXE","45"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","mplab_ide64.exe","EXE","45"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","stm32cubeide.exe","EXE","45"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","ld.exe","EXE","45"
"RAS_APPS_SwInst_N","Advanced Windows","Elevate if necessary","ld.exe","EXE","45"
"RWB_Special_car_identification_N","Advanced Windows","Elevate","Appeon Corporation","ActiveX","30"
"RUN_APP_VirtualPlant_C","Advanced Windows","Elevate","Active Display Client (.cli)","EXE","30"
"RUN_APP_AGV_N","Advanced Windows","Elevate","RoboX.exe","EXE","45"
"RUN_APP_AGV_N","Advanced Windows","Elevate","HIK-Code.exe","EXE","45"
"RUN_APP_AGV_N","Advanced Windows","Elevate","MapStudio.exe","EXE","45"
"RUN_APP_AGV_N","Advanced Windows","Elevate","MapStudio.exe","EXE","45"
"RUN_APP_AGV_N","Advanced Windows","Elevate","MapStudioPro.exe","EXE","45"
"ALLOW_COM_Advanced_sharing_settings(hgcpl.dll)","Advanced Windows","Elevate","hgcpl.dll","COM","95"
"RAS_APP_PolicyAnalyzer_C","Advanced Windows","Elevate if necessary","policyanalyzer_getlocalpolicy.exe","EXE","72,5"
"RAS_APP_PolicyAnalyzer_C","Advanced Windows","Elevate if necessary","policyanalyzer_getlocalpolicy.exe","EXE","72,5"
"RUN_APP_NB-Designer_N","Advanced Windows","Elevate","NB-Designer.exe","EXE","75"
"RUN_APP_Tech2Win_C","Advanced Windows","Elevate","Data Bus Diagnostic Tool.msi","MSI","30"
"RUN_APP_Tech2Win_C","Advanced Windows","Elevate","{78d630c6-9efc-439b-87b9-b0aa6e5848be}.msi","MSI","75"
"RUN_APP_Tech2Win_C","Advanced Windows","Elevate","WrapperSetup.msi","MSI","30"
"RUN_INS_\\itc.global.mahle\group\2P2054\Daten\Software","Advanced Windows","Elevate","ae34668b-ca9c-4ab3-ab31-a081b54d0a89","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\2P2054\Daten\Software","Advanced Windows","Elevate","aba3ba04-96a1-463a-ba11-341cf841387e","MSI","15"
"RUN_APP_Q-FOCUS_N","Advanced Windows","Elevate","q-focus.exe","EXE","50"
"RUN_INS_esvl-svmfile01\group$\SW_Automation","Advanced Windows","Elevate","9e61c021-865c-44e3-8c8c-92c2daaf8687","EXE","7,5"
"RUN_INS_esvl-svmfile01\group$\SW_Automation","Advanced Windows","Elevate","801e4bb0-da05-458d-b117-96f13bee2270","MSI","15"
"RUN_APP_RDSTOOLS_C","Advanced Windows","Elevate","QuickMeasure.exe","EXE","22,5"
"RUN_APP_RDSTOOLS_C","Advanced Windows","Elevate","RDSAgent.exe","EXE","22,5"
"RUN_APP_RDSTOOLS_C","Advanced Windows","Elevate","RDSControlPanel.exe","EXE","22,5"
"RUN_APP_RDSTOOLS_C","Advanced Windows","Elevate","RDSDataCollector.exe","EXE","22,5"
"RUN_APP_RDSTOOLS_C","Advanced Windows","Elevate","RDSService.exe","EXE","22,5"
"RUN_APP_RDSTOOLS_C","Advanced Windows","Elevate","RDSToolBox.exe","EXE","22,5"
"RUN_APP_VectorCANape_C","Advanced Windows","Elevate","canape32.exe","EXE","22,5"
"RUN_APP_Acronis_True_Image_N","Advanced Windows","Elevate","TrueImageLauncher.exe","EXE","45"
"RUN_INS_DEST-Q\TDR5\_Entwicklungsumgebung_\SoftwareToBeInstalled_TDCEV5p5","Advanced Windows","Elevate","943777ea-7567-4b11-bf92-ef59081b5eda","EXE","7,5"
"RUN_INS_DEST-Q\TDR5\_Entwicklungsumgebung_\SoftwareToBeInstalled_TDCEV5p5","Advanced Windows","Elevate","8dc9f39c-d2b5-4335-a7d1-d4c68419a054","MSI","15"
"RUN_INS_DEST-Q\TDR5\_Entwicklungsumgebung_\SoftwareToBeInstalled_TDCEV5p5","Advanced Windows","Elevate","bdc7e1a3-14ca-4e37-86d7-8510e632e46e","MSU","15"
"RUN_APP_Biostart 2 Server_C","Advanced Windows","Elevate","biostar-setting.exe","EXE","67,5"
"RUN_APP_UtilityManager_C","Advanced Windows","Elevate","UtilityManagerEx.exe","EXE","22,5"
"RUN_APP_Stinger_N","Advanced Windows","Elevate","stinger32.exe","EXE","135"
"RUN_APP_Stinger_N","Advanced Windows","Elevate","stinger32.exe","EXE","22,5"
"test_install_viaDFSfolder","Advanced Windows","Elevate if necessary","9b7148ea-e5ee-4f85-a692-13d26e74ef69","EXE","7,5"
"test_install_viaDFSfolder","Advanced Windows","Elevate if necessary","96a18eb1-9ecf-4ae5-9026-86230f453a8c","MSI","15"
"RUN_INS_Calibration&Controls","Advanced Windows","Elevate","61466768-9eb0-4cfe-9fa5-b4b316496ac2","EXE","7,5"
"RUN_INS_Calibration&Controls","Advanced Windows","Elevate","216f80cb-418b-4fee-bc13-b5d1a1e53f3a","MSI","15"
"RUN_INS_Calibration&Controls","Advanced Windows","Elevate","39d41cf1-f486-4a60-ab6c-bc8b2cd05736","EXE","7,5"
"RUN_INS_Calibration&Controls","Advanced Windows","Elevate","ec8708ad-cd47-4000-9269-035d5896935a","MSI","15"
"RAS_APP_SMTS_Ebank_N","Advanced Windows","Elevate if necessary","run.bat","Script","45"
"RUN_INS_Q-DASfromQ-das\share_C","Advanced Windows","Elevate","Client_V*.exe","EXE","22,5"
"RUN_INS_Q-DASfromQ-das\share_C","Advanced Windows","Elevate","client_*.exe","EXE","37,5"
"RUN_INS_Q-DASfromQ-das\share_C","Advanced Windows","Elevate","client_*.exe","EXE","45"
"RUN_INS_Q-DASfromQ-das\share_C","Advanced Windows","Elevate","client_*.exe","EXE","37,5"
"RAS_APP_In-SightExplorer_N","Advanced Windows","Elevate if necessary","In-Sight Explorer.exe","EXE","105"
"RUN_OS_RegionalLanguageOptions_N","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_APP_MahleBatchLauncher_N","Advanced Windows","Elevate","fx8launcher.exe","EXE","95"
"RUN_APP_ACXManager_C","Advanced Windows","Elevate","acxmanager.exe","EXE","27,5"
"RUN_APP_ACXManager_C","Advanced Windows","Elevate","Updater.exe","EXE","27,5"
"RUN_APP_ACXManager_C","Advanced Windows","Elevate","ACXManager.exe","EXE","22,5"
"RUN_APP_ACXManager_C","Advanced Windows","Elevate","Updater.exe","EXE","22,5"
"RUN_APP_ACXManager_C","Advanced Windows","Elevate","CSXUpdate.exe","EXE","22,5"
"RUN_APP_kbn2_base_N","Advanced Windows","Elevate","S3XS000.exe","EXE","75"
"RUN_APP_kbn2_base_N","Advanced Windows","Elevate","S3XS000.exe","EXE","45"
"RUN_APP_kbn2_base_N","Advanced Windows","Elevate","S3XT100.exe","EXE","45"
"RUN_APP_kbn2_base_N","Advanced Windows","Elevate","S3XS000.exe","EXE","30"
"RUN_APP_kbn2_base_N","Advanced Windows","Elevate","S3XS000.exe","EXE","45"
"RUN_INS_\\itc.global.mahle\atsm\IT\software","Advanced Windows","Elevate","05251478-df6f-46b8-be7e-323173dd5d63","EXE","7,5"
"RUN_INS_\\itc.global.mahle\atsm\IT\software","Advanced Windows","Elevate","51d37915-945d-4bef-b8e4-4ad4c12e0837","MSI","15"
"RAS_APP_AnsysUninstall_C","Advanced Windows","Elevate if necessary","Uninstall.exe","EXE","37,5"
"RAS_APP_DiskCleanup_N","Advanced Windows","Elevate if necessary","cleanmgr.exe","EXE","135"
"RAS_APP_SecurityController_N","Advanced Windows","Elevate if necessary","securitycontroller.exe","EXE","125"
"RAS_APP_SiemensCreoIntegration_C","Advanced Windows","Elevate if necessary","Install_Creo*_integration.bat","Script","15"
"RUN_APP_LockDown_C","Advanced Windows","Elevate","LockDownBrowser.exe","EXE","52,5"
"RUN_APP_timeprism_N","Advanced Windows","Elevate","Time_Prism_2008.exe","EXE","45"
"RUN_APP_timeprism_N","Advanced Windows","Elevate","Prism_Option.exe","EXE","30"
"RUN_APP_XeroxDeviceAgent_N","Advanced Windows","Elevate","xda.shell.exe","EXE","135"
"RUN_APP_Topaq_C","Advanced Windows","Elevate","spi.ia.app.exe","EXE","52,5"
"RUN_APP_WASPLabelerV7_C","Advanced Windows","Elevate","waspversioncheck.exe","EXE","22,5"
"RUN_APP_WASPLabelerV7_C","Advanced Windows","Elevate","wasplabelerv7.exe","EXE","22,5"
"RUN_INS_espc-svmfile01\INTERCAMBIO\Software\CyberArk","Advanced Windows","Elevate","0d4223b3-56c9-4f3c-a13d-a1e2714e3b94","EXE","7,5"
"RUN_INS_espc-svmfile01\INTERCAMBIO\Software\CyberArk","Advanced Windows","Elevate","35ca22c3-d7e3-49d5-8cdd-6bc5b30d449f","MSI","15"
"RUN_INS_espc-svmfile01\INTERCAMBIO\Software\CyberArk","Advanced Windows","Elevate","4d6b0121-9aad-4c77-8ebc-8af89995a8e7","MSU","15"
"RUN_APP_MicrosoftRegisterServer_C","Advanced Windows","Elevate","regsvr32.exe","EXE","52,5"
"RAS_APP_LogixDesigner_N","Advanced Windows","Elevate if necessary","logixdesigner.exe","EXE","125"
"RAS_APP_LogixDesigner_N","Advanced Windows","Elevate if necessary","logixdesigner.exe","EXE","125"
"RAS_APP_LogixDesigner_N","Advanced Windows","Elevate if necessary","logixdesigner.exe","EXE","135"
"RAS_APP_LogixDesigner_N","Advanced Windows","Elevate if necessary","logixdesigner.exe","EXE","125"
"RUN_INS_MESApplications_India_C","Advanced Windows","Elevate","c8516475-2f9a-485c-a0d6-30ba1634d5fd","MSI","15"
"RUN_INS_MESApplications_India_C","Advanced Windows","Elevate","1b9c4b26-badc-4064-a599-5d186c31e590","EXE","7,5"
"RUN_INS_MESApplications_India_C","Advanced Windows","Elevate","14a53f56-d3ce-42ac-9643-f058abfac925","MSI","15"
"RUN_INS_MESApplications_India_C","Advanced Windows","Elevate","6f28420f-ec1f-4754-8851-a84efbdec5f8","EXE","7,5"
"RUN_INS_MESApplications_India_C","Advanced Windows","Elevate","b1b58126-e5e2-44a2-98a5-307ca9fceaa5","MSI","15"
"RUN_INS_MESApplications_India_C","Advanced Windows","Elevate","0538a5a7-f415-49d4-a8ea-fe4f805861e6","EXE","7,5"
"VirtualApps_Block VHFN","Advanced Windows","Block","VBoxSVC.exe","EXE","60"
"VirtualApps_Block VHFN","Advanced Windows","Block","Oracle Corporation","MSI","35"
"VirtualApps_Block VHFN","Advanced Windows","Block","Oracle Corporation","EXE","35"
"RWB_CNbank_N","Advanced Windows","Elevate","deprecated_web_pages_support__please remove_this_policy","EXE","30"
"RUN_APP_DiskManager","Advanced Windows","Elevate","Win32DiskImager.exe","EXE","30"
"RAS_APP_CV-X Series Simulation-Software_N","Advanced Windows","Elevate if necessary","cv-x series activation-software.exe","EXE","125"
"RUN_INS_gbki-file01\group$\SW Installation","Advanced Windows","Elevate","b561430c-e0a9-40b2-9906-92602f9318f0","MSI","15"
"RUN_INS_gbki-file01\group$\SW Installation","Advanced Windows","Elevate","eca80dea-4fba-4831-b7b2-cc50aebc973d","EXE","7,5"
"RUN_APP_SmartPSS_N","Advanced Windows","Elevate","smartpss.exe","EXE","120"
"RUN_APP_SmartPSS_N","Advanced Windows","Elevate","smartpss.exe","EXE","85"
"RUN_APPS_Mecalux_C","Advanced Windows","Elevate","Status.exe","EXE","47,5"
"RUN_APPS_Mecalux_C","Advanced Windows","Elevate","Designer.exe","EXE","62,5"
"RAS_APP_MaintenanceTool.exe_C","Advanced Windows","Elevate if necessary","maintenancetool.exe","EXE","85"
"RUN_APP_\\TUS-FIL02\TUS-Group$\Engineering\Software","Advanced Windows","Elevate","9c308cab-85df-4d06-821d-12b1665dbd98","EXE","7,5"
"RUN_APP_\\TUS-FIL02\TUS-Group$\Engineering\Software","Advanced Windows","Elevate","75459da9-e193-49ce-8225-44efef121f7d","MSI","15"
"RAS_APP_QSPAK_N","Advanced Windows","Elevate if necessary","qspak.exe","EXE","105"
"RUN_APP_Studio5000_c","Advanced Windows","Elevate","Launcher.exe","EXE","22,5"
"RUN_INS_Vat_Installation_N","Advanced Windows","Elevate","vat_aftermarket_11.102.50.25.exe","EXE","115"
"RUN_INS_Vat_Installation_N","Advanced Windows","Elevate","ibxe32update.exe","EXE","115"
"RUN_INS_Vat_Installation_N","Advanced Windows","Elevate","vat_eol_eu.msi","MSI","65"
"RUN_INS_Vat_Installation_N","Advanced Windows","Elevate","VAT_EOL_EU_11.11.1290.10.exe","EXE","75"
"RUN_APP_eTax.Form_N","Advanced Windows","Elevate","eTax.Form.exe","EXE","45"
"RUN_APP_eTax.Form_N","Advanced Windows","Elevate","eTax.Form.exe","EXE","45"
"RUN_APP_ImageWriter_C","Advanced Windows","Elevate","Win32DiskImager.exe","EXE","30"
"RUN_OS_DeviceManager","Advanced Windows","Elevate",,"WinAdminTask","0"
"RAS_APPS_InterBase_N","Advanced Windows","Elevate if necessary","IBMgr.exe","EXE","75"
"RAS_APPS_InterBase_N","Advanced Windows","Elevate if necessary","ibconsole.exe","EXE","195"
"RAS_APPS_InterBase_N","Advanced Windows","Elevate if necessary","ibmgr.exe","EXE","125"
"RAS_APPS_InterBase_N","Advanced Windows","Elevate if necessary","IBMgr.exe","EXE","30"
"RAS_APPS_InterBase_N","Advanced Windows","Elevate if necessary","IBMgr.exe","EXE","75"
"RUN_APP_AscentPayroll_N","Advanced Windows","Elevate","ascentpayroll.exe","EXE","120"
"RUN_INS_SIBOEPM\INSTALL_EPM","Advanced Windows","Elevate","9a64fe9f-038e-4ad3-9a89-93cd2a0738e6","MSI","15"
"RUN_INS_SIBOEPM\INSTALL_EPM","Advanced Windows","Elevate","0cdc8a4c-b99d-479b-9937-b8298678aeb1","EXE","7,5"
"RUN_APP_Virtual Workstation-wmware_N","Advanced Windows","Elevate","vmware.exe","EXE","67,5"
"RAS_APP_GXClient_N","Advanced Windows","Elevate if necessary","GXClient.exe","EXE","45"
"RUN_APP_iFLYMouse_N","Advanced Windows","Elevate","iFLYMouse.exe","EXE","45"
"RUN_APP_Notepad++","Advanced Windows","Elevate","notepad++.exe","EXE","15"
"RUN_APP_ICS_Connect_c","Advanced Windows","Elevate","2a54e30c.msi","MSI","30"
"RUN_APP_Rockwell_FTActivation_N","Advanced Windows","Elevate if necessary","*.exe","EXE","45"
"RUN_APP_MeassuringSoftware2_C","Advanced Windows","Elevate","MarShell.exe","EXE","82,5"
"RUN_APP_RevoUN_c","Advanced Windows","Elevate","revoun.exe","EXE","55"
"RUN_INS_frhb-svmfile01\group$\Install_consol","Advanced Windows","Elevate","3e3212cc-8dcf-430c-8dc1-0e7563b8425e","EXE","7,5"
"RUN_INS_frhb-svmfile01\group$\Install_consol","Advanced Windows","Elevate","b809b701-489a-40d1-afc9-1ea582b9ea9c","MSI","15"
"RUN_INS_frhb-svmfile01\group$\Install_consol","Advanced Windows","Elevate","14d4bcef-9744-4627-b516-cdc1eab82d80","MSU","15"
"RUN_INS_\\itc.global.mahle\group\PME_E-Drive Test Bench\80_IT\Installation","Advanced Windows","Elevate","c83c41ce-bef9-4bac-8f7d-074405d81e9e","MSI","15"
"RUN_INS_\\itc.global.mahle\group\PME_E-Drive Test Bench\80_IT\Installation","Advanced Windows","Elevate","f58f6ae8-27bb-44cb-8140-7a0546eacca4","EXE","7,5"
"RUN_APP_WorkManager_N","Advanced Windows","Elevate","WorkManager.exe","EXE","165"
"RUN_APP_WorkManager_N","Advanced Windows","Elevate","WorkManager.exe","EXE","165"
"RUN_APP_WorkManager_N","Advanced Windows","Elevate","MainLocal.exe","EXE","165"
"RUN_APP_epevenue_TNCserver_N","Advanced Windows","Elevate","TNCserver.exe","EXE","45"
"RUN_INS_Calibration&Controls_C","Advanced Windows","Elevate","beycomp.exe","EXE","135"
"RUN_INS_Calibration&Controls_C","Advanced Windows","Elevate","8280d046-8a73-490b-8474-48277d2cd631","EXE","7,5"
"RUN_INS_Calibration&Controls_C","Advanced Windows","Elevate","9adb9746-e79b-481f-b35c-ea826b5269b7","EXE","7,5"
"RUN_INS_Calibration&Controls_C","Advanced Windows","Elevate","2e96d9a8-288e-4dff-ae0f-bcfe082d6af3","MSI","15"
"RUN_INS_Calibration&Controls_C","Advanced Windows","Elevate","20a0fc95-90e8-4399-a41e-0eddf0d589ba","MSI","15"
"RAS_APPS_Datapaq_N","Advanced Windows","Elevate if necessary","DpqBTServer.exe","EXE","45"
"RAS_APPS_Datapaq_N","Advanced Windows","Elevate if necessary","Dpqwin32.exe","EXE","45"
"RAS_APPS_Datapaq_N","Advanced Windows","Elevate if necessary","USBSetup.exe","EXE","45"
"RAS_wsl_network.ps1_N","Advanced Windows","Elevate if necessary","pwsh.exe","EXE","155"
"RUN_INS_Control Engineering","Advanced Windows","Elevate","ef5a1e7b-6592-476e-8aeb-4d553b2aa643","EXE","7,5"
"RUN_INS_Control Engineering","Advanced Windows","Elevate","da6e25a7-23e8-463e-80b9-04486073b204","MSI","15"
"RUN_INS_Control Engineering","Advanced Windows","Elevate","729e1387-27f7-4d07-8f13-412dda28405c","EXE","7,5"
"RUN_APP_Virtual Serial Port _C","Advanced Windows","Elevate","vspdconfig.exe","EXE","15"
"RUN_APP_Virtual Serial Port _C","Advanced Windows","Elevate","vspcfg.exe","EXE","67,5"
"RUN_APP_chengduGJJ_C","Advanced Windows","Elevate","成都公积金.exe","EXE","22,5"
"RUN_APP_VAT_N(M0199787)","Advanced Windows","Elevate","vat.exe","EXE","45"
"RUN_APP_YPZS_QD_C","Advanced Windows","Elevate","ypzs_qd.exe","EXE","42,5"
"RUN_APP_YPZS_QD_C","Advanced Windows","Elevate","ypzs_qd.exe","EXE","60"
"RUN_APP_YPZS_QD_C","Advanced Windows","Elevate","ypzs.exe","EXE","60"
"RUN_APP_YPZS_QD_C","Advanced Windows","Elevate","YPZS.exe","EXE","22,5"
"RUN_APP_YPZS_QD_C","Advanced Windows","Elevate","YPZS_SD.exe","EXE","22,5"
